,,Rank,School,Games,Wins,Losses,Win-Loss%,SRS,SOS,Conf Wins,Conf Losses,Home Wins,Home Losses,Away Wins,Away Losses,Points For,Points Against,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,NCAA,Conf Champ,Seed
2011,37,216,Northern Colorado,32,21,11,.656,1.39,-2.24,13,3,14,0,6,9,2287,2105,107.0,.434,.385,.555,53.6,50.8,8.9,6.4,.502,18.1,35.3,.334,True,True,15
2011,38,221,Notre Dame,34,27,7,.794,18.17,8.43,14,4,17,0,5,4,2558,2227,115.3,.451,.386,.575,53.2,66.8,7.0,9.6,.535,14.1,33.4,.327,True,False,2
2011,39,222,Oakland,35,25,10,.714,8.28,0.10,17,1,10,1,10,7,2992,2690,117.6,.390,.359,.591,53.4,54.0,8.5,12.2,.559,15.7,37.2,.281,True,True,13
2011,40,223,Ohio State,37,34,3,.919,25.84,8.38,16,2,20,0,9,2,2854,2208,120.0,.371,.327,.589,53.8,57.7,11.1,9.1,.563,13.4,35.7,.260,True,True,1
2011,41,227,Old Dominion,34,27,7,.794,9.03,1.76,14,4,14,2,7,4,2231,1984,108.1,.376,.276,.518,58.6,60.4,11.3,13.2,.485,16.4,45.4,.251,True,True,9
2011,42,232,Penn State,34,19,15,.559,11.98,11.45,9,9,13,5,3,8,2144,2126,105.5,.311,.365,.534,51.0,53.8,7.4,7.4,.501,15.1,32.2,.225,True,False,10
2011,43,235,Pittsburgh,34,28,6,.824,20.82,7.85,15,3,17,1,7,2,2514,2073,116.3,.431,.274,.559,57.8,67.2,7.4,9.0,.529,15.0,42.9,.289,True,False,1
2011,44,240,Princeton,32,25,7,.781,3.71,-1.61,13,2,12,0,10,5,2215,2017,107.0,.359,.313,.558,53.1,54.2,9.2,10.7,.522,16.4,31.5,.263,True,False,13
2011,45,242,Purdue,34,26,8,.765,19.36,8.69,14,4,16,0,7,5,2466,2103,109.5,.344,.330,.542,51.4,61.5,9.4,10.5,.507,13.5,32.4,.246,True,False,3
2011,46,247,Richmond,37,29,8,.784,11.23,2.79,13,3,12,3,10,3,2577,2265,109.5,.323,.366,.557,48.5,59.4,9.3,10.8,.531,14.2,28.6,.222,True,True,12
2011,47,257,Saint Peter's,34,20,14,.588,-0.28,-1.08,11,7,8,3,8,8,2069,2042,92.5,.389,.322,.490,49.3,53.7,11.8,12.4,.455,19.5,32.1,.250,True,True,14
2011,48,260,San Diego State,37,34,3,.919,17.96,6.36,14,2,14,1,11,1,2660,2192,112.0,.305,.298,.543,54.9,50.4,9.6,12.0,.515,14.1,38.2,.213,True,True,8
2011,49,278,Southern California,34,19,15,.559,11.52,7.97,10,8,12,4,5,8,2252,2131,102.6,.354,.315,.526,50.7,49.4,9.1,8.4,.499,15.4,29.9,.230,True,False,2
2011,50,287,St. John's (NY),33,21,12,.636,13.10,10.01,12,6,12,3,5,7,2313,2211,105.1,.442,.241,.539,49.5,51.7,12.1,9.2,.495,16.0,32.5,.314,True,False,6
2011,51,292,Syracuse,35,27,8,.771,18.85,8.79,12,6,16,3,6,3,2568,2216,110.3,.360,.317,.553,52.5,60.5,13.1,18.9,.528,15.7,36.7,.239,True,False,3
2011,52,293,Temple,34,26,8,.765,12.35,4.23,14,2,14,0,7,4,2400,2124,106.6,.338,.300,.532,51.8,58.9,10.3,11.3,.500,14.0,32.1,.236,True,False,7
2011,53,297,Tennessee,34,19,15,.559,11.08,8.73,8,8,10,8,5,4,2376,2296,103.3,.397,.300,.515,52.6,52.9,10.9,10.6,.476,16.4,37.8,.272,True,False,9
2011,54,308,Texas,36,28,8,.778,20.82,7.96,13,3,16,2,7,3,2701,2238,109.9,.431,.255,.534,54.3,50.8,8.4,11.7,.502,14.4,38.2,.282,True,False,4
2011,55,299,Texas A&M,33,24,9,.727,12.62,5.94,10,6,15,2,5,4,2254,2009,106.6,.465,.311,.537,54.7,58.6,10.2,4.5,.494,16.9,38.2,.324,True,False,11
2011,56,304,Texas-San Antonio,34,20,14,.588,-5.80,-4.93,9,7,11,3,5,10,2384,2363,102.0,.414,.356,.532,48.9,53.6,10.3,6.5,.491,17.1,30.4,.292,True,True,12
2011,57,43,UC-Santa Barbara,32,18,14,.563,1.22,0.12,8,8,9,4,5,8,2170,2105,102.9,.373,.373,.563,49.6,61.6,11.0,12.2,.523,19.1,28.4,.281,True,True,15
2011,58,314,UCLA,34,23,11,.676,11.70,7.93,13,5,16,2,5,5,2382,2254,103.8,.443,.290,.539,53.1,59.4,8.1,13.6,.502,18.5,36.0,.301,True,False,16
2011,59,315,Utah State,34,30,4,.882,13.23,0.50,15,1,17,0,11,3,2449,1995,111.6,.427,.314,.569,55.7,59.5,7.4,9.2,.527,15.7,34.5,.315,True,True,11
2011,60,319,Vanderbilt,34,23,11,.676,15.10,6.86,9,7,14,3,5,5,2581,2301,111.1,.452,.382,.573,51.7,53.5,7.5,11.5,.529,16.4,32.9,.336,True,False,5
2011,61,321,Villanova,33,21,12,.636,15.05,8.23,9,9,13,4,7,5,2384,2159,109.6,.423,.332,.546,53.2,56.5,9.6,10.7,.495,15.2,35.8,.320,True,False,12
2011,62,322,Virginia Commonwealth,40,28,12,.700,8.56,3.78,12,6,11,3,8,6,2864,2673,108.3,.370,.412,.547,47.0,60.2,12.4,9.1,.511,14.7,30.9,.264,True,False,9
2011,63,329,Washington,35,24,11,.686,20.12,7.74,11,7,14,2,5,6,2907,2474,114.5,.315,.363,.559,52.9,55.9,9.2,12.3,.537,14.1,37.7,.212,True,True,7
2011,64,331,West Virginia,33,21,12,.636,16.15,11.03,11,7,12,2,4,6,2303,2134,109.0,.409,.335,.528,52.4,62.7,7.3,11.0,.485,15.4,40.2,.291,True,False,5
2011,65,339,Wisconsin,34,25,9,.735,18.77,9.42,13,5,16,0,5,6,2310,1992,117.7,.295,.412,.560,51.9,55.4,6.2,9.0,.518,11.1,32.6,.241,True,False,4
2011,66,340,Wofford,34,21,13,.618,4.35,-1.21,14,4,8,4,8,6,2502,2313,111.3,.420,.266,.563,50.8,55.2,10.1,6.9,.530,15.4,34.1,.291,True,True,14
2011,67,343,Xavier,32,24,8,.750,11.88,4.41,15,1,14,1,7,4,2306,2067,108.7,.445,.309,.560,53.3,54.1,8.2,8.7,.512,15.8,32.4,.332,True,False,6
2012,0,6,Alabama,33,21,12,.636,13.76,7.18,9,7,12,3,4,6,2135,1918,102.2,.362,.273,.529,49.9,51.7,11.4,12.0,.491,17.3,33.5,.257,True,False,9
2012,1,21,Baylor,38,30,8,.789,16.54,8.03,12,6,14,3,8,3,2839,2483,111.0,.353,.315,.566,52.0,56.8,11.2,12.5,.528,17.2,38.4,.266,True,False,3
2012,2,22,Belmont,35,27,8,.771,11.81,-1.22,16,2,13,1,10,6,2831,2363,117.0,.385,.403,.591,49.7,62.2,10.5,5.7,.558,15.2,34.5,.282,True,True,14
2012,3,30,Brigham Young,35,26,9,.743,11.25,1.55,12,4,13,3,8,3,2727,2358,106.7,.367,.323,.553,50.2,61.3,11.6,11.9,.521,16.1,30.6,.257,True,False,14
2012,4,55,Cincinnati,37,26,11,.703,12.93,6.28,12,6,14,4,7,5,2522,2276,104.9,.293,.348,.505,48.1,51.8,12.4,12.0,.480,13.9,35.7,.189,True,False,6
2012,5,63,Colorado,36,24,12,.667,7.91,5.73,11,7,14,2,4,7,2429,2269,101.9,.432,.305,.538,50.2,50.5,8.8,9.0,.499,17.2,30.1,.299,True,True,11
2012,6,62,Colorado State,32,20,12,.625,6.58,5.23,8,6,14,1,3,9,2243,2177,107.4,.423,.292,.576,49.2,50.9,8.2,5.7,.530,17.3,28.7,.324,True,False,11
2012,7,65,Connecticut,34,20,14,.588,12.27,8.07,8,10,13,4,3,7,2336,2193,106.0,.346,.293,.528,49.3,53.3,9.0,17.6,.500,15.9,36.3,.229,True,False,9
2012,8,68,Creighton,35,29,6,.829,12.92,3.41,14,4,14,2,10,3,2772,2439,116.9,.381,.350,.607,52.1,63.2,7.1,5.8,.578,15.6,30.8,.276,True,True,8
2012,9,70,Davidson,33,25,8,.758,7.26,-1.68,16,2,13,2,8,5,2571,2238,112.4,.371,.386,.555,52.1,51.8,8.0,8.7,.511,14.3,35.4,.283,True,True,13
2012,10,76,Detroit Mercy,36,22,14,.611,2.40,-0.01,11,7,13,4,6,8,2597,2432,107.1,.427,.275,.538,49.2,51.3,11.2,13.2,.491,15.7,35.8,.312,True,True,15
2012,11,79,Duke,34,27,7,.794,17.05,8.40,13,3,13,3,8,1,2628,2334,112.3,.451,.386,.565,49.8,48.4,9.0,9.0,.528,15.1,34.7,.316,True,False,2
2012,12,96,Florida,37,26,11,.703,18.25,7.33,10,6,14,2,4,7,2808,2404,115.4,.332,.446,.576,49.2,56.5,9.6,8.8,.548,14.4,33.5,.237,True,False,7
2012,13,95,Florida State,35,25,10,.714,14.53,7.62,12,4,15,2,5,5,2443,2201,102.3,.348,.318,.545,50.0,48.7,11.1,17.0,.512,19.7,35.0,.246,True,True,3
2012,14,103,Georgetown,33,24,9,.727,16.81,7.69,12,6,15,1,6,5,2278,1959,107.4,.386,.308,.552,52.1,55.6,9.4,13.2,.519,16.8,35.8,.270,True,False,3
2012,15,108,Gonzaga,33,26,7,.788,13.86,3.25,13,3,15,1,6,4,2436,2086,110.7,.461,.326,.574,52.0,55.3,10.1,8.5,.535,17.0,34.6,.330,True,False,7
2012,16,113,Harvard,31,26,5,.839,7.84,-1.56,12,2,11,1,12,3,2033,1724,107.3,.411,.348,.571,51.3,57.7,9.7,12.1,.529,17.5,30.3,.307,True,False,12
2012,17,127,Indiana,36,27,9,.750,18.63,7.80,11,7,18,1,5,6,2782,2392,115.5,.445,.275,.596,50.8,51.3,9.7,8.5,.552,16.5,35.3,.340,True,False,4
2012,18,128,Iona,33,25,8,.758,8.36,-1.82,15,3,10,1,11,4,2736,2400,114.8,.303,.323,.588,48.1,62.5,10.1,5.5,.565,15.1,32.1,.216,True,False,14
2012,19,129,Iowa State,34,23,11,.676,13.32,7.32,12,6,16,2,4,7,2490,2286,108.5,.387,.416,.557,51.8,57.1,8.5,7.1,.526,15.8,32.3,.266,True,False,8
2012,20,138,Kansas,39,32,7,.821,21.72,9.93,16,2,16,0,8,2,2867,2407,108.8,.398,.296,.556,52.1,57.4,10.8,15.0,.523,16.4,34.9,.275,True,False,2
2012,21,137,Kansas State,33,22,11,.667,14.47,7.53,10,8,11,4,6,4,2343,2114,104.8,.432,.295,.526,51.3,57.6,8.9,13.0,.489,17.5,40.7,.290,True,False,8
2012,22,141,Kentucky,40,38,2,.950,24.73,7.93,16,0,18,0,8,1,3095,2423,116.5,.417,.265,.575,52.9,48.4,9.1,20.4,.538,14.2,37.1,.302,True,False,1
2012,23,144,Lamar,35,23,12,.657,2.41,-3.77,11,5,12,2,8,9,2573,2296,106.6,.410,.218,.516,51.7,49.7,11.7,10.5,.469,14.4,37.8,.295,True,True,16
2012,24,145,Lehigh,35,27,8,.771,4.27,-5.14,11,3,12,1,12,6,2648,2288,110.3,.378,.358,.553,47.9,50.6,11.2,8.0,.507,14.0,31.7,.291,True,True,15
2012,25,148,Long Beach State,34,25,9,.735,9.52,0.87,15,1,12,0,8,7,2510,2175,109.1,.420,.329,.556,50.7,54.1,10.5,7.1,.527,16.3,34.7,.281,True,True,12
2012,26,149,Long Island University,34,25,9,.735,-1.34,-5.10,16,2,15,0,7,8,2769,2641,108.5,.497,.312,.577,48.6,54.3,8.1,6.7,.532,18.5,34.2,.363,True,True,16
2012,27,155,Louisville,40,30,10,.750,16.19,9.02,10,8,16,4,6,5,2727,2440,100.5,.362,.321,.510,49.7,55.2,13.0,12.8,.473,17.4,35.7,.249,True,True,4
2012,28,158,Loyola (MD),33,24,9,.727,0.37,-2.72,13,5,10,2,11,6,2222,2120,103.1,.429,.273,.520,49.6,52.1,11.8,11.7,.472,17.2,38.1,.309,True,True,15
2012,29,162,Marquette,35,27,8,.771,16.92,7.50,14,4,15,1,6,5,2638,2308,106.6,.409,.293,.543,47.4,63.1,12.3,8.8,.501,16.0,33.9,.295,True,False,3
2012,30,169,Memphis,35,26,9,.743,16.86,5.26,13,3,18,2,7,4,2614,2208,110.1,.413,.269,.575,48.7,54.1,11.7,14.6,.540,16.3,31.3,.296,True,True,8
2012,31,174,Michigan,34,24,10,.706,13.19,8.98,13,5,15,1,5,6,2255,2090,107.2,.283,.443,.559,47.3,53.3,8.0,6.1,.532,15.5,28.0,.204,True,False,4
2012,32,173,Michigan State,37,29,8,.784,21.32,9.82,13,5,17,1,7,4,2651,2195,109.7,.377,.276,.559,54.1,59.0,11.0,12.4,.527,16.7,36.1,.264,True,True,1
2012,33,179,Mississippi Valley State,34,21,13,.618,-8.03,-7.65,17,1,9,0,8,11,2332,2345,96.9,.350,.384,.494,47.4,55.5,12.5,7.0,.463,17.8,33.9,.225,True,True,16
2012,34,183,Missouri,35,30,5,.857,19.77,5.68,14,4,16,1,7,3,2814,2321,120.7,.375,.379,.614,48.0,57.7,12.2,7.2,.580,13.5,30.4,.287,True,True,2
2012,35,186,Montana,32,25,7,.781,4.55,-3.39,15,1,16,2,9,4,2239,1985,105.4,.398,.310,.557,47.0,55.8,10.8,9.7,.520,16.6,28.3,.285,True,True,13
2012,36,190,Murray State,33,31,2,.939,8.74,-2.60,15,1,13,1,13,0,2412,2001,109.8,.439,.349,.576,49.2,51.5,12.6,11.0,.537,18.0,34.9,.318,True,True,6
2012,37,193,Nevada-Las Vegas,35,26,9,.743,13.55,4.37,9,5,17,0,5,7,2671,2307,108.2,.356,.387,.554,50.2,65.4,12.1,12.5,.527,16.2,32.8,.241,True,False,6
2012,38,197,New Mexico,35,28,7,.800,15.60,3.34,10,4,14,2,7,3,2545,2076,109.3,.394,.368,.565,52.7,65.4,10.3,9.6,.531,17.2,34.7,.279,True,True,5
2012,39,196,New Mexico State,36,26,10,.722,8.73,0.08,10,4,14,3,7,5,2812,2459,110.1,.517,.247,.552,54.6,51.3,9.5,10.8,.515,17.3,41.1,.346,True,True,13
2012,40,201,Norfolk State,36,26,10,.722,-3.68,-5.39,13,3,10,4,10,4,2482,2416,99.8,.419,.321,.523,48.9,49.5,9.6,12.3,.490,18.5,34.2,.275,True,True,15
2012,41,208,North Carolina,38,32,6,.842,21.34,7.07,14,2,17,1,8,2,3091,2549,111.3,.373,.235,.531,54.8,58.1,9.3,14.0,.498,13.3,39.1,.254,True,False,1
2012,42,206,North Carolina State,37,24,13,.649,12.10,6.80,9,7,13,6,5,4,2697,2501,107.3,.363,.261,.539,51.0,59.1,9.9,10.5,.504,15.8,35.8,.255,True,False,11
2012,43,202,North Carolina-Asheville,34,24,10,.706,3.06,-2.72,16,2,15,2,8,5,2745,2426,114.0,.468,.330,.589,49.1,61.5,11.8,6.9,.541,16.4,34.4,.358,True,True,16
2012,44,220,Notre Dame,34,22,12,.647,11.18,6.47,13,5,16,1,5,5,2257,2097,106.3,.374,.369,.532,47.4,63.6,8.3,8.3,.495,13.9,30.5,.263,True,False,7
2012,45,223,Ohio,37,29,8,.784,7.17,0.17,11,5,16,1,8,6,2597,2311,104.4,.355,.384,.527,46.7,54.2,14.0,8.5,.494,16.3,33.9,.245,True,True,13
2012,46,222,Ohio State,39,31,8,.795,23.95,9.07,13,5,17,2,7,4,2913,2333,111.6,.381,.269,.556,53.7,53.7,10.8,9.3,.521,14.6,34.9,.270,True,False,2
2012,47,241,Purdue,35,22,13,.629,13.88,8.05,10,8,13,4,5,5,2514,2310,111.2,.341,.373,.536,46.6,52.9,10.0,8.9,.511,11.5,31.8,.224,True,False,10
2012,48,254,Saint Louis,34,26,8,.765,15.15,4.06,12,4,15,1,6,5,2336,1960,108.3,.360,.366,.550,48.4,56.4,10.9,8.0,.515,15.2,31.6,.259,True,False,9
2012,49,255,Saint Mary's (CA),33,27,6,.818,11.26,0.78,14,2,16,1,8,3,2467,2068,115.0,.385,.394,.576,54.2,60.7,10.6,7.8,.541,15.2,35.9,.281,True,True,7
2012,50,259,San Diego State,34,26,8,.765,9.04,3.79,10,4,17,2,7,4,2416,2166,105.1,.369,.304,.540,51.1,48.3,8.2,6.4,.505,16.0,31.5,.259,True,False,6
2012,51,272,South Dakota State,35,27,8,.771,7.34,-1.87,15,3,14,0,8,7,2689,2329,114.9,.399,.371,.576,48.9,54.5,10.1,4.9,.540,13.7,31.2,.290,True,True,14
2012,52,274,South Florida,36,22,14,.611,9.20,7.29,12,6,14,2,5,8,2134,2037,98.6,.338,.303,.521,50.5,54.8,9.2,10.8,.485,19.1,34.2,.239,True,False,12
2012,53,281,Southern Mississippi,34,25,9,.735,7.79,3.61,11,5,15,0,7,6,2426,2212,107.9,.394,.304,.517,50.9,45.7,9.1,8.1,.469,13.8,37.2,.290,True,False,9
2012,54,284,St. Bonaventure,32,20,12,.625,8.25,2.84,10,6,11,2,6,8,2254,2081,107.0,.421,.299,.557,51.8,57.7,8.8,11.5,.508,17.8,35.5,.320,True,True,14
2012,55,291,Syracuse,37,34,3,.919,21.12,8.02,17,1,19,0,9,1,2742,2257,113.3,.329,.310,.550,46.7,56.1,14.0,19.4,.521,13.5,36.3,.230,True,False,1
2012,56,292,Temple,32,24,8,.750,10.44,4.94,13,3,10,1,10,4,2401,2225,108.8,.342,.313,.563,48.4,57.3,10.4,10.1,.531,15.8,31.5,.246,True,False,5
2012,57,307,Texas,34,20,14,.588,14.00,8.12,9,9,15,3,4,7,2470,2270,108.1,.426,.312,.533,49.6,50.1,10.1,9.7,.485,15.5,38.5,.312,True,False,11
2012,58,44,University of California,34,24,10,.706,13.79,4.53,13,5,17,1,5,6,2419,2104,107.3,.341,.229,.554,51.4,60.5,7.1,8.0,.517,15.8,32.1,.254,True,False,12
2012,59,318,Vanderbilt,36,25,11,.694,15.71,8.04,10,6,13,5,6,5,2615,2339,109.7,.401,.412,.572,48.6,51.8,9.0,10.4,.541,16.9,31.6,.280,True,True,5
2012,60,319,Vermont,36,24,12,.667,0.98,-5.19,13,3,10,4,10,6,2415,2193,105.0,.373,.293,.536,50.2,56.0,9.6,6.5,.493,16.5,34.3,.276,True,True,16
2012,61,324,Virginia,32,22,10,.688,12.51,4.23,9,7,13,3,7,4,2000,1735,101.9,.354,.298,.543,49.9,54.6,10.5,8.2,.507,16.6,27.1,.256,True,False,10
2012,62,321,Virginia Commonwealth,36,29,7,.806,8.79,0.63,15,3,13,1,10,3,2448,2154,103.6,.363,.392,.512,46.8,51.7,16.0,10.4,.476,14.7,33.4,.249,True,True,12
2012,63,330,West Virginia,33,19,14,.576,12.13,7.53,9,9,11,5,4,6,2346,2194,106.8,.386,.305,.518,52.1,56.9,9.6,6.7,.483,15.7,40.9,.259,True,False,10
2012,64,333,Western Kentucky,35,16,19,.457,-2.66,0.51,7,9,8,7,3,8,2272,2383,94.2,.402,.327,.489,48.1,50.1,8.1,10.1,.444,18.7,34.1,.276,True,True,16
2012,65,335,Wichita State,33,27,6,.818,17.42,3.80,16,2,14,1,10,1,2545,2060,113.3,.347,.328,.577,52.8,53.2,9.3,10.4,.543,15.5,33.5,.260,True,False,5
2012,66,338,Wisconsin,36,26,10,.722,19.04,8.24,12,6,14,4,7,4,2304,1915,108.4,.307,.413,.536,49.8,53.7,8.5,9.1,.501,13.0,30.6,.227,True,False,4
2012,67,342,Xavier,36,23,13,.639,9.59,6.22,10,6,13,3,5,6,2543,2422,103.6,.412,.252,.535,49.1,52.4,8.8,10.2,.497,15.9,31.3,.287,True,False,10
2013,0,2,Akron,33,26,7,.788,8.11,0.18,14,2,15,1,7,4,2369,2071,106.5,.362,.368,.539,51.9,56.9,10.4,14.7,.516,17.3,37.7,.233,True,True,12
2013,1,7,Albany (NY),35,24,11,.686,-0.87,-4.53,9,7,11,4,11,5,2251,2123,102.1,.400,.329,.541,48.9,51.8,8.7,5.9,.496,18.4,31.7,.295,True,True,15
2013,2,12,Arizona,35,27,8,.771,17.30,7.47,12,6,14,2,7,4,2570,2226,109.5,.374,.375,.565,52.7,54.1,10.0,10.2,.525,16.8,35.0,.280,True,False,6
2013,3,22,Belmont,33,26,7,.788,10.37,-0.96,14,2,13,0,9,4,2533,2129,112.3,.328,.395,.594,46.8,57.0,14.3,8.0,.567,17.1,29.9,.240,True,True,11
2013,4,25,Boise State,32,21,11,.656,9.44,5.27,9,7,14,1,5,8,2343,2095,109.9,.334,.356,.565,51.1,51.3,9.9,5.4,.530,15.7,31.5,.249,True,False,13
2013,5,33,Bucknell,34,28,6,.824,6.95,-1.96,12,2,14,1,12,4,2277,1966,107.0,.361,.242,.538,52.3,55.6,5.5,10.8,.496,13.2,29.3,.268,True,True,11
2013,6,35,Butler,36,27,9,.750,10.99,6.08,11,5,14,2,7,4,2495,2299,106.4,.385,.356,.546,53.4,53.5,8.8,7.0,.512,17.2,36.3,.268,True,False,6
2013,7,55,Cincinnati,34,22,12,.647,14.46,6.93,9,9,13,5,4,5,2262,2006,101.4,.355,.371,.493,51.7,52.5,10.8,16.1,.462,15.8,38.7,.229,True,False,10
2013,8,63,Colorado,33,21,12,.636,11.95,7.95,10,8,12,3,5,7,2230,2098,101.4,.409,.289,.522,50.2,42.3,10.5,8.6,.483,17.1,33.6,.281,True,False,10
2013,9,62,Colorado State,35,26,9,.743,13.65,5.89,11,5,16,1,6,6,2553,2229,112.6,.436,.271,.539,56.9,50.5,7.1,6.4,.495,14.1,41.2,.312,True,False,8
2013,10,68,Creighton,36,28,8,.778,16.44,5.16,13,5,15,2,7,5,2680,2274,114.5,.342,.394,.612,51.6,64.6,7.4,6.6,.582,16.8,28.8,.260,True,True,7
2013,11,70,Davidson,34,26,8,.765,7.27,-3.45,17,1,12,1,9,4,2490,2110,112.7,.388,.383,.580,49.3,56.5,8.6,7.6,.532,14.7,29.0,.309,True,True,14
2013,12,79,Duke,36,30,6,.833,21.43,9.54,14,4,16,0,5,4,2778,2350,113.1,.392,.333,.576,47.3,53.6,9.4,9.0,.539,13.7,28.8,.289,True,False,2
2013,13,96,Florida,37,29,8,.784,23.86,6.83,14,4,15,0,7,5,2642,2012,113.5,.310,.395,.573,51.4,56.3,11.4,9.4,.552,14.8,33.4,.210,True,False,3
2013,14,93,Florida Gulf Coast,37,26,11,.703,2.76,-2.07,13,5,15,1,6,9,2696,2469,103.8,.348,.342,.548,48.3,53.6,12.7,10.5,.521,18.1,32.2,.235,True,True,15
2013,15,103,Georgetown,32,25,7,.781,15.84,7.59,14,4,16,1,6,3,2070,1806,102.0,.368,.329,.541,48.4,64.3,11.8,11.3,.511,17.6,30.4,.250,True,False,2
2013,16,108,Gonzaga,35,32,3,.914,20.47,4.18,16,0,15,1,10,1,2696,2095,118.0,.402,.315,.585,53.3,55.2,12.1,8.2,.555,14.6,37.8,.283,True,True,1
2013,17,113,Harvard,30,20,10,.667,3.95,0.16,11,3,13,1,6,8,2049,1924,105.6,.489,.337,.583,46.3,57.9,11.2,11.0,.542,18.5,26.0,.354,True,False,14
2013,18,125,Illinois,36,23,13,.639,13.23,10.08,8,10,12,4,6,6,2465,2332,104.2,.310,.419,.516,46.6,42.5,10.4,11.5,.479,14.7,33.1,.225,True,False,7
2013,19,127,Indiana,36,29,7,.806,24.90,8.38,14,4,17,2,7,2,2831,2236,116.3,.459,.323,.590,53.3,54.0,10.5,9.3,.548,16.3,39.0,.341,True,False,1
2013,20,128,Iona,34,20,14,.588,4.04,-0.02,11,7,11,1,5,9,2733,2595,111.1,.327,.366,.562,47.1,54.7,9.0,7.4,.521,14.7,32.8,.255,True,True,15
2013,21,129,Iowa State,35,23,12,.657,14.50,6.13,11,7,16,1,4,7,2779,2486,111.7,.330,.438,.569,51.2,58.2,9.0,7.0,.538,15.9,34.2,.241,True,False,10
2013,22,136,James Madison,36,21,15,.583,-1.73,-2.28,11,7,10,4,4,9,2346,2326,100.9,.368,.324,.514,46.2,51.7,11.7,13.5,.476,15.0,29.6,.257,True,True,16
2013,23,138,Kansas,37,31,6,.838,20.79,7.54,14,4,16,1,7,3,2782,2292,109.1,.395,.290,.572,52.6,58.4,10.2,17.6,.533,17.5,33.8,.291,True,True,1
2013,24,137,Kansas State,35,27,8,.771,13.53,6.53,14,4,15,1,7,3,2414,2115,108.4,.315,.329,.524,50.6,63.9,11.1,10.3,.495,14.9,38.7,.216,True,False,4
2013,25,142,La Salle,34,24,10,.706,10.14,4.46,11,5,13,2,8,6,2450,2257,107.6,.313,.360,.552,44.6,55.2,11.6,8.3,.519,15.0,29.0,.231,True,False,13
2013,26,146,Liberty,36,15,21,.417,-9.13,-5.80,6,10,8,7,4,11,2489,2519,102.7,.394,.342,.536,47.2,52.9,8.1,7.6,.493,17.1,29.7,.288,True,True,16
2013,27,149,Long Island University,34,20,14,.588,-3.21,-5.80,12,6,12,2,7,9,2677,2589,111.6,.456,.339,.576,48.6,56.3,9.7,8.3,.544,17.3,35.2,.315,True,True,16
2013,28,155,Louisville,40,35,5,.875,24.81,9.13,14,4,15,1,8,3,2978,2351,110.3,.400,.300,.544,51.1,55.7,15.9,12.1,.506,15.3,38.2,.283,True,True,1
2013,29,162,Marquette,35,26,9,.743,14.04,8.58,14,4,16,0,5,6,2382,2191,105.9,.409,.270,.541,50.8,57.4,10.3,10.0,.496,17.6,38.3,.299,True,False,3
2013,30,169,Memphis,36,31,5,.861,12.26,2.70,16,0,17,1,9,1,2681,2337,106.3,.372,.286,.550,50.8,62.0,12.7,16.3,.524,17.7,35.6,.246,True,True,6
2013,31,171,Miami (FL),36,29,7,.806,16.99,7.88,15,3,14,1,10,3,2509,2181,108.5,.346,.356,.548,50.1,45.6,9.6,12.3,.519,14.1,30.6,.236,True,True,2
2013,32,174,Michigan,39,31,8,.795,21.28,10.05,12,6,17,1,5,5,2932,2467,116.1,.284,.340,.572,49.9,51.7,9.5,7.3,.549,12.5,32.7,.199,True,False,4
2013,33,173,Michigan State,36,27,9,.750,18.64,10.55,13,5,17,1,6,5,2448,2129,105.1,.370,.272,.542,53.3,53.7,12.4,10.9,.505,17.8,36.4,.264,True,False,3
2013,34,175,Middle Tennessee,34,28,6,.824,11.16,-1.52,19,1,15,0,11,3,2405,1974,107.1,.414,.262,.548,52.3,56.7,10.6,11.0,.511,17.4,36.5,.288,True,False,11
2013,35,177,Minnesota,34,21,13,.618,16.83,10.31,8,10,15,2,3,8,2337,2115,107.8,.416,.297,.531,53.1,61.7,11.7,15.8,.493,17.5,43.6,.285,True,False,11
2013,36,180,Mississippi,36,27,9,.750,14.42,4.14,12,6,16,1,6,6,2779,2409,108.4,.388,.330,.526,48.1,46.1,11.6,13.7,.491,13.0,33.6,.263,True,True,12
2013,37,183,Missouri,34,23,11,.676,15.41,6.00,11,7,17,0,2,8,2588,2268,110.7,.350,.315,.551,53.7,51.1,9.8,9.1,.512,15.8,38.7,.261,True,False,9
2013,38,186,Montana,32,25,7,.781,-1.11,-4.21,19,1,15,1,10,4,2238,2096,107.5,.398,.360,.576,46.4,53.3,9.0,8.3,.532,16.7,25.9,.305,True,True,13
2013,39,194,Nevada-Las Vegas,35,25,10,.714,12.92,5.71,10,6,17,2,6,6,2498,2206,103.2,.373,.344,.530,52.0,64.4,10.5,14.6,.492,17.1,33.8,.262,True,False,5
2013,40,198,New Mexico,35,29,6,.829,13.28,6.63,13,3,15,1,8,4,2355,2122,103.3,.457,.347,.533,49.4,65.8,9.6,11.3,.484,15.4,29.3,.329,True,True,3
2013,41,197,New Mexico State,35,24,11,.686,5.11,0.70,14,4,15,1,6,8,2355,2175,102.5,.462,.240,.528,53.1,48.2,8.6,14.1,.493,18.5,37.3,.303,True,True,13
2013,42,210,North Carolina,36,25,11,.694,14.52,8.01,12,6,14,2,7,6,2762,2492,106.8,.282,.312,.525,48.6,60.2,11.7,8.1,.499,14.1,34.4,.190,True,False,8
